arrived,density,departed,entered,id,laneChangedFrom,laneChangedTo,laneDensity,left,occupancy,overlapTraveltime,sampledSeconds,speed,speedRelative,timeLoss,traveltime,waitingTime,vclass,preloading,begin,end
0.0,3.68,0.0,1.0,:251347924_0,0.0,0.0,3.68,1.0,0.74,2.92,2.92,3.34,0.86,1.93,0.96,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.28,0.0,1.0,:251347925_0,0.0,0.0,0.28,1.0,0.12,0.91,0.91,19.86,0.72,0.13,0.56,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.26,0.0,1.0,:251347926_1,0.0,0.0,0.26,1.0,0.11,0.73,0.73,22.51,0.81,0.02,0.42,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.24,0.0,1.0,:251347929_1,0.0,0.0,0.24,1.0,0.1,0.79,0.79,23.03,0.83,0.0,0.48,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,1.08,0.0,1.0,:251347930_1,0.0,0.0,1.08,1.0,0.43,2.9,2.9,5.53,0.85,1.11,1.84,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.31,0.0,1.0,:251348477_4,0.0,0.0,0.31,1.0,0.14,1.31,1.31,16.31,0.59,0.38,0.89,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.25,0.0,1.0,:251349750_1,0.0,0.0,0.25,1.0,0.11,0.83,0.83,22.05,0.79,0.04,0.51,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.24,0.0,1.0,:251349760_0,0.0,0.0,0.24,1.0,0.1,0.8,0.8,22.65,0.82,0.01,0.48,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,1.21,0.0,1.0,:251350640_3,0.0,0.0,1.21,1.0,0.49,3.28,3.28,4.92,0.76,1.06,2.06,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.89,0.0,1.0,:251350642_2,0.0,0.0,0.89,1.0,0.41,3.13,3.13,6.0,0.82,0.88,2.15,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.7,0.0,1.0,:2526289087_1,0.0,0.0,0.7,1.0,0.24,1.36,1.36,9.99,0.7,0.14,0.63,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.76,0.0,1.0,:2526289239_1,0.0,0.0,0.76,1.0,0.25,1.38,1.38,9.55,0.75,0.37,0.63,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.48,0.0,1.0,:2526291804_0,0.0,0.0,0.48,1.0,0.17,1.04,1.04,13.78,0.71,0.42,0.54,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.75,0.0,1.0,:2526291809_0,0.0,0.0,0.75,1.0,0.26,1.39,1.39,9.53,0.8,0.76,0.68,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,1.52,0.0,1.0,:2746743882_5,0.0,0.0,1.52,1.0,0.39,1.89,1.89,5.95,0.75,0.18,0.7,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.96,0.0,1.0,:2746743882_6,0.0,0.0,0.96,1.0,0.41,2.93,2.93,5.89,0.74,0.8,1.72,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.54,0.0,1.0,:2746743883_7,0.0,0.0,0.54,1.0,0.25,2.39,2.39,9.19,0.66,0.48,1.74,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.24,0.0,1.0,:282073055_1,0.0,0.0,0.24,1.0,0.1,0.8,0.8,22.86,0.82,0.01,0.49,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.44,0.0,1.0,:309723926_0,0.0,0.0,0.44,1.0,0.21,1.91,1.91,11.25,0.81,0.05,1.28,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.77,0.0,1.0,:309723927_1,0.0,0.0,0.77,1.0,0.37,3.29,3.29,6.47,0.81,1.11,2.3,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,4.22,0.0,1.0,:309742519_0,0.0,0.0,4.22,1.0,0.79,3.29,3.29,2.95,0.76,2.41,1.27,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,7.7,0.0,1.0,:3580379130_0,0.0,0.0,7.7,1.0,0.22,0.69,0.69,10.67,0.38,0.37,0.03,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.24,0.0,1.0,:369094424_1,0.0,0.0,0.24,1.0,0.11,0.81,0.81,22.47,0.81,0.02,0.5,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,1.21,0.0,1.0,:369094428_2,0.0,0.0,1.21,1.0,0.49,3.27,3.27,4.93,0.76,1.37,2.06,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,1.1,0.0,1.0,:369094544_6,0.0,0.0,1.1,1.0,0.46,3.03,3.03,5.37,0.82,1.12,1.9,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.46,0.0,1.0,:369094547_5,0.0,0.0,0.46,1.0,0.22,1.98,1.98,10.77,0.78,0.13,1.34,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.54,0.0,1.0,:7371496882_2,0.0,0.0,0.54,1.0,0.22,1.52,1.52,10.87,0.78,0.09,0.85,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.39,0.0,1.0,-174151430#2,0.0,0.0,0.39,1.0,0.25,10.92,10.92,9.1,0.66,1.6,9.74,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.4,0.0,1.0,-23232399#1,0.0,0.0,0.4,1.0,0.22,5.05,5.05,9.82,0.35,2.23,3.32,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.23,0.0,1.0,-233704395#1,0.0,0.0,0.23,1.0,0.15,8.57,8.57,15.32,0.55,2.88,7.61,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.2,0.0,1.0,-245424719,0.0,0.0,0.2,1.0,0.13,8.21,8.21,17.6,0.63,1.95,7.5,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.48,0.0,1.0,-32771688#1,0.0,0.0,0.48,1.0,0.27,4.9,4.9,8.4,0.6,0.83,3.47,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.47,0.0,1.0,-32771688#3,0.0,0.0,0.47,1.0,0.26,4.72,4.72,8.62,0.62,1.19,4.04,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.21,0.0,1.0,-69952041#1,0.0,0.0,0.21,1.0,0.12,2.8,2.8,18.79,0.68,0.52,2.42,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.35,0.0,1.0,-69952041#2,0.0,0.0,0.35,1.0,0.21,4.89,4.89,10.89,0.39,2.58,4.43,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.35,0.0,1.0,1059057003#0,0.0,0.0,0.35,1.0,0.21,5.26,5.26,10.78,0.39,2.8,4.79,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.39,0.0,1.0,1059057003#2,0.0,0.0,0.39,1.0,0.23,6.16,6.16,9.81,0.35,2.51,4.5,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.24,0.0,1.0,126891437#0,0.0,0.0,0.24,1.0,0.16,8.04,8.04,14.52,0.52,2.98,7.73,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.16,0.0,1.0,126891437#3,0.0,0.0,0.16,1.0,0.11,5.52,5.52,22.29,0.8,0.19,5.21,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.21,0.0,1.0,126891437#6,0.0,0.0,0.21,1.0,0.14,7.61,7.61,16.5,0.59,1.4,6.44,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.51,0.0,1.0,183882281,0.0,0.0,0.51,1.0,0.19,1.18,1.18,12.52,0.45,0.54,0.67,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.49,0.0,1.0,183882285,0.0,0.0,0.49,1.0,0.25,2.69,2.69,9.4,0.34,1.07,1.9,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.54,0.0,1.0,23232503#0,0.0,0.0,0.54,1.0,0.28,3.82,3.82,8.06,0.29,2.48,3.15,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.4,0.0,1.0,23232692#3,0.0,0.0,0.4,1.0,0.25,11.14,11.14,9.04,0.65,1.66,9.49,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.8,0.0,1.0,233704391,0.0,0.0,0.8,1.0,0.31,2.17,2.17,7.42,0.27,1.09,1.35,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.63,0.0,1.0,233704392,0.0,0.0,0.63,1.0,0.25,1.79,1.79,9.27,0.33,1.07,1.07,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.34,0.0,1.0,233704396,0.0,0.0,0.34,1.0,0.22,6.59,6.59,10.77,0.78,0.43,5.95,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.15,0.0,0.0,245423708,0.0,0.0,0.15,0.0,0.03,1.36,0.4,11.73,0.42,0.19,0.0,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.39,0.0,1.0,245424170,0.0,0.0,0.39,1.0,0.16,1.15,1.15,14.84,0.53,0.41,0.69,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.42,0.0,1.0,269460464#0,0.0,0.0,0.42,1.0,0.26,10.06,10.06,8.72,0.63,2.46,9.13,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,1.35,0.0,1.0,269460464#1,0.0,0.0,1.35,1.0,0.21,0.84,0.84,10.93,0.79,0.04,0.2,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
1.0,0.33,0.0,1.0,269460464#2,0.0,0.0,0.33,0.0,0.21,4.47,4.01,10.74,0.77,0.28,3.82,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.51,0.0,1.0,28200326#0,0.0,0.0,0.51,1.0,0.29,9.11,9.11,7.26,0.26,5.58,7.65,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.33,0.0,1.0,28200334#0,0.0,0.0,0.33,1.0,0.2,9.87,9.87,10.89,0.39,5.21,9.5,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.16,0.0,1.0,28200334#3,0.0,0.0,0.16,1.0,0.11,4.64,4.64,22.1,0.8,0.19,4.32,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.16,0.0,1.0,28200334#5,0.0,0.0,0.16,1.0,0.11,4.6,4.6,22.33,0.8,0.15,4.28,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.16,0.0,1.0,28200334#7,0.0,0.0,0.16,1.0,0.1,4.67,4.67,22.6,0.81,0.09,4.35,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.54,0.0,1.0,32771683#0,0.0,0.0,0.54,1.0,0.31,9.55,9.55,6.97,0.25,5.89,7.16,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.47,0.0,1.0,32771689#0,0.0,0.0,0.47,1.0,0.28,7.83,7.83,7.96,0.57,1.67,6.48,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.25,0.0,1.0,352284763#0,0.0,0.0,0.25,1.0,0.16,5.31,5.31,14.68,0.53,1.93,4.95,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.16,0.0,1.0,352284763#1,0.0,0.0,0.16,1.0,0.11,4.66,4.66,22.07,0.79,0.2,4.35,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.16,0.0,1.0,352284763#3,0.0,0.0,0.16,1.0,0.11,4.58,4.58,22.42,0.81,0.13,4.27,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.32,0.0,1.0,352284763#5,0.0,0.0,0.32,1.0,0.19,9.68,9.68,11.27,0.41,4.43,6.92,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.4,0.0,1.0,409836657#0,0.0,0.0,0.4,1.0,0.25,6.62,6.62,9.32,0.67,0.79,5.41,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.41,0.0,1.0,500750403,0.0,0.0,0.41,1.0,0.2,2.05,2.05,11.6,0.42,1.02,1.52,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,1.5,0.0,1.0,500911576#1,0.0,0.0,1.5,1.0,0.41,1.88,1.88,5.99,0.22,0.7,0.6,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.35,0.0,1.0,500911578#0,0.0,0.0,0.35,1.0,0.19,3.18,3.18,11.89,0.43,0.82,2.48,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,1.86,0.0,1.0,500911578#1,0.0,0.0,1.86,1.0,0.24,0.9,0.9,9.72,0.35,0.16,0.16,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,1.05,0.0,1.0,500911578#2,0.0,0.0,1.05,1.0,0.24,1.04,1.04,9.99,0.36,0.41,0.35,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.16,0.0,1.0,67486394#0,0.0,0.0,0.16,1.0,0.1,5.51,5.51,22.62,0.81,0.11,5.19,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.16,0.0,1.0,67486395#0,0.0,0.0,0.16,1.0,0.11,4.54,4.54,22.55,0.81,0.1,4.23,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.26,0.0,1.0,67486395#3,0.0,0.0,0.26,1.0,0.16,7.57,7.57,13.62,0.49,2.29,6.1,0.0,HV_truck,False,2025-03-24 06:10:00,2025-03-24 06:15:00
0.0,0.91,0.0,1.0,:1942944427_4,0.0,0.0,0.91,1.0,0.37,2.47,2.47,6.54,1.03,0.95,1.57,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.68,0.0,1.0,:1942989938_0,0.0,0.0,0.68,1.0,0.24,1.41,1.41,9.93,0.89,0.09,0.67,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.52,0.0,1.0,:1942989947_10,0.0,0.0,0.52,1.0,0.24,2.22,2.22,9.65,0.53,1.17,1.58,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,7.68,0.0,1.0,:1942989966_0,0.0,0.0,7.68,1.0,0.24,0.74,0.74,10.07,0.72,0.04,0.03,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,4.76,0.0,1.0,:1942990142_0,0.0,0.0,4.76,1.0,0.23,0.73,0.73,10.45,0.94,0.01,0.05,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.59,0.0,1.0,:251344803_1,0.0,0.0,0.59,1.0,0.24,1.89,1.89,9.45,0.34,1.22,0.95,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.19,0.0,1.0,:251344806_4,0.0,0.0,0.19,1.0,0.09,0.84,0.84,25.62,0.92,0.03,0.57,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.67,0.0,1.0,:251344924_1,0.0,0.0,0.67,1.0,0.24,1.47,1.47,9.8,0.88,0.12,0.77,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.62,0.0,1.0,:251344929_1,0.0,0.0,0.62,1.0,0.23,1.47,1.47,10.19,0.92,0.06,0.78,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,2.03,0.0,1.0,:251345648_1,0.0,0.0,2.03,1.0,0.46,2.04,2.04,5.13,0.88,0.18,0.66,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,1.2,0.0,1.0,:251345648_4,0.0,0.0,1.2,1.0,0.44,2.6,2.6,5.51,0.95,0.43,1.4,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.79,0.0,1.0,:251345649_2,0.0,0.0,0.79,1.0,0.34,2.51,2.51,7.06,0.85,0.29,1.5,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,2.23,0.0,1.0,:251345650_1,0.0,0.0,2.23,1.0,0.32,1.2,1.2,7.39,0.89,0.09,0.23,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.73,0.0,1.0,:2834832550_0,0.0,0.0,0.73,1.0,0.25,1.45,1.45,9.5,0.89,0.14,0.7,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.7,0.0,1.0,:2834832551_1,0.0,0.0,0.7,1.0,0.25,1.5,1.5,9.47,0.85,0.17,0.75,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,1.29,0.0,1.0,:2834832553_1,0.0,0.0,1.29,1.0,0.32,1.49,1.49,7.35,0.76,0.12,0.51,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.65,0.0,1.0,:2834832554_0,0.0,0.0,0.65,1.0,0.23,1.44,1.44,10.08,0.91,0.08,0.72,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.84,0.0,1.0,:3113268685_5,0.0,0.0,0.84,1.0,0.34,2.37,2.37,6.98,0.84,0.3,1.37,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.8,0.0,1.0,:4377720374_5,0.0,0.0,0.8,1.0,0.32,2.2,2.2,7.37,0.88,0.17,1.26,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.77,0.0,1.0,:8390873037_5,0.0,0.0,0.77,1.0,0.31,2.16,2.16,7.65,0.92,0.09,1.26,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.2,0.0,1.0,:9452505313_4,0.0,0.0,0.2,1.0,0.09,0.76,0.76,25.74,0.93,0.03,0.48,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,1.0,0.0,1.0,-1074310562,0.0,0.0,1.0,1.0,0.39,2.52,2.52,6.14,0.22,0.93,1.13,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
1.0,0.31,0.0,1.0,-183876926,0.0,0.0,0.31,0.0,0.2,6.99,6.99,11.65,0.84,0.87,6.43,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.15,0.0,1.0,-306376054#1,0.0,0.0,0.15,1.0,0.1,9.11,9.11,22.63,0.81,1.36,8.49,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.13,0.0,1.0,-306376054#4,0.0,0.0,0.13,1.0,0.09,7.98,7.98,26.0,0.94,0.19,7.71,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.16,0.0,1.0,-306376054#5,0.0,0.0,0.16,1.0,0.11,12.76,12.76,21.09,0.76,2.65,12.49,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.48,0.0,1.0,-835815425#3,0.0,0.0,0.48,1.0,0.32,12.55,12.55,7.47,0.9,1.57,11.71,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,15.03,0.0,1.0,1074262831#0,0.0,0.0,15.03,1.0,0.25,0.77,0.77,9.48,0.85,0.08,0.02,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.55,0.0,1.0,1074262831#1,0.0,0.0,0.55,1.0,0.23,1.71,1.71,10.2,0.92,0.07,1.02,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,1.41,0.0,1.0,1074262831#2,0.0,0.0,1.41,1.0,0.25,0.98,0.98,9.57,0.86,0.1,0.23,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.59,0.0,1.0,1074262833,0.0,0.0,0.59,1.0,0.24,1.73,1.73,9.74,0.88,0.15,1.03,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,16.69,0.0,1.0,1149849834,0.0,0.0,16.69,1.0,0.32,1.0,1.0,7.29,0.87,0.09,0.03,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.54,0.0,1.0,1300871103,0.0,0.0,0.54,1.0,0.31,4.71,4.71,7.64,0.92,0.2,3.76,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.66,0.0,1.0,1300871104,0.0,0.0,0.66,1.0,0.32,3.15,3.15,7.32,0.88,0.26,2.19,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.45,0.0,1.0,187651365,0.0,0.0,0.45,1.0,0.25,3.46,3.46,9.51,0.86,0.33,2.71,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.42,0.0,1.0,219124381,0.0,0.0,0.42,1.0,0.23,3.03,3.03,10.28,0.93,0.1,2.34,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.67,0.0,1.0,23232237,0.0,0.0,0.67,1.0,0.33,3.77,3.77,6.89,0.83,0.51,2.78,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.54,0.0,1.0,23232239#1,0.0,0.0,0.54,1.0,0.33,7.06,7.06,7.23,0.87,0.66,6.02,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.53,0.0,1.0,23232239#2,0.0,0.0,0.53,1.0,0.33,9.2,9.2,7.02,0.84,1.07,7.97,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.57,0.0,1.0,279258385,0.0,0.0,0.57,1.0,0.28,2.63,2.63,8.54,0.77,0.2,1.68,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.37,0.0,1.0,429918706,0.0,0.0,0.37,1.0,0.24,7.38,7.38,9.93,0.89,0.49,6.7,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,0.24,1.0,0.0,429918707,0.0,0.0,0.24,1.0,0.17,53.42,52.91,14.04,0.84,6.12,52.71,0.0,HV_truck,False,2025-03-24 06:15:00,2025-03-24 06:20:00
0.0,1.45,0.0,1.0,:1104358593_1,0.0,0.0,1.45,1.0,0.38,1.79,1.79,6.27,0.78,0.27,0.65,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
0.0,0.83,0.0,1.0,:1104358593_6,0.0,0.0,0.83,1.0,0.35,2.51,2.51,6.86,0.85,0.7,1.58,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
0.0,0.41,0.0,1.0,:1110186595_4,0.0,0.0,0.41,1.0,0.19,1.67,1.67,12.37,0.89,0.05,1.08,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
0.0,0.4,0.0,1.0,:1110186607_0,0.0,0.0,0.4,1.0,0.19,1.85,1.85,12.13,0.87,0.09,1.27,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
0.0,1.28,0.0,1.0,:1414476412_2,0.0,0.0,1.28,1.0,0.54,3.37,3.37,4.71,0.72,1.48,2.04,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
0.0,0.26,0.0,1.0,:1414476415_4,0.0,0.0,0.26,1.0,0.12,1.1,1.1,19.41,0.7,0.01,0.74,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
0.0,0.26,0.0,1.0,:1414512237_5,0.0,0.0,0.26,1.0,0.12,1.13,1.13,18.92,0.68,0.04,0.76,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
0.0,0.76,0.0,1.0,:1530290112_5,0.0,0.0,0.76,1.0,0.36,3.3,3.3,6.52,0.47,0.75,1.92,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
0.0,0.42,0.0,1.0,:1530301659_1,0.0,0.0,0.42,1.0,0.19,1.61,1.61,12.32,0.89,0.06,1.04,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
0.0,0.93,0.0,1.0,:248828965_8,0.0,0.0,0.93,1.0,0.46,3.98,3.98,5.36,0.67,0.82,2.82,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
0.0,0.18,0.0,1.0,:251346225_0,0.0,0.0,0.18,1.0,0.11,1.58,1.58,22.55,0.9,0.03,1.27,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
0.0,0.84,0.0,1.0,:251346226_4,0.0,0.0,0.84,1.0,0.35,2.44,2.44,6.88,0.98,1.3,1.59,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
0.0,1.29,0.0,1.0,:251347106_2,0.0,0.0,1.29,1.0,0.52,3.51,3.51,4.6,0.67,1.74,2.31,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
0.0,0.32,0.0,1.0,:251347107_3,0.0,0.0,0.32,1.0,0.15,1.31,1.31,15.97,0.57,0.24,0.88,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
0.0,0.6,0.0,1.0,:251347184_4,0.0,0.0,0.6,1.0,0.28,2.6,2.6,8.28,0.6,0.41,1.8,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
0.0,0.58,0.0,1.0,:251348470_0,0.0,0.0,0.58,1.0,0.26,2.03,2.03,9.24,0.66,0.12,1.27,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
0.0,1.13,0.0,1.0,:251348770_0,0.0,0.0,1.13,1.0,0.43,2.55,2.55,5.73,0.71,0.76,1.5,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
0.0,0.85,0.0,1.0,:251349217_5,0.0,0.0,0.85,1.0,0.41,3.61,3.61,5.9,0.74,0.76,2.64,0.0,HV_truck,False,2025-03-24 06:25:00,2025-03-24 06:30:00
