arrived,density,departed,entered,id,laneChangedFrom,laneChangedTo,laneDensity,left,occupancy,overlapTraveltime,sampledSeconds,speed,speedRelative,timeLoss,traveltime,waitingTime,vclass,preloading,begin,end
0.0,0.19,0.0,1.0,:3639539491_0,0.0,0.0,0.19,1.0,0.06,0.54,0.54,26.91,0.97,0.02,0.35,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.35,0.0,2.0,:3639539491_5,0.0,0.0,0.35,2.0,0.11,0.49,0.98,29.56,1.06,0.02,0.32,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.19,0.0,1.0,:3639539893_0,0.0,0.0,0.19,1.0,0.06,0.53,0.53,27.01,0.97,0.02,0.35,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.35,0.0,2.0,:3639539893_5,0.0,0.0,0.35,2.0,0.11,0.49,0.99,29.14,1.05,0.03,0.32,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.19,0.0,1.0,:3639539895_0,0.0,0.0,0.19,1.0,0.06,0.54,0.54,26.93,0.97,0.02,0.35,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.35,0.0,2.0,:3639539895_5,0.0,0.0,0.35,2.0,0.11,0.5,0.99,29.18,1.05,0.03,0.32,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.19,0.0,1.0,:3639539897_0,0.0,0.0,0.19,1.0,0.06,0.52,0.52,27.58,0.99,0.01,0.34,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.35,0.0,2.0,:3639539897_5,0.0,0.0,0.35,2.0,0.11,0.49,0.98,29.51,1.06,0.02,0.32,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.18,0.0,1.0,:3639539899_0,0.0,0.0,0.18,1.0,0.06,0.52,0.52,27.65,1.0,0.01,0.34,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.35,0.0,2.0,:3639539899_5,0.0,0.0,0.35,2.0,0.11,0.49,0.98,29.41,1.06,0.02,0.32,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.3,0.0,1.0,:369073361_0,0.0,0.0,0.3,1.0,0.11,1.3,1.3,14.84,1.07,0.06,0.96,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.53,0.0,1.0,:369094389_0,0.0,0.0,0.53,1.0,0.19,2.27,2.27,8.55,0.77,0.15,1.65,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.72,0.0,1.0,:369094424_0,0.0,0.0,0.72,1.0,0.24,1.95,1.95,7.2,1.11,1.16,1.31,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.67,0.0,2.0,:369094428_0,0.0,0.0,0.67,2.0,0.23,1.12,2.24,14.46,0.69,1.01,0.79,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.78,0.0,1.0,:369094428_2,0.0,0.0,0.78,1.0,0.25,2.1,2.1,6.67,1.03,0.98,1.35,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.77,0.0,2.0,:369094482_0,0.0,0.0,0.77,2.0,0.27,1.29,2.59,12.57,0.91,0.17,0.89,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.94,0.0,1.0,:369094534_0,0.0,0.0,0.94,1.0,0.3,2.55,2.55,5.51,0.84,0.71,1.7,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.9,0.0,1.0,:369094544_3,0.0,0.0,0.9,1.0,0.29,2.43,2.43,5.78,0.89,0.8,1.56,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.61,0.0,1.0,:369094544_5,0.0,0.0,0.61,1.0,0.22,2.6,2.6,7.42,0.92,0.62,1.98,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.32,0.0,1.0,:369094547_0,0.0,0.0,0.32,1.0,0.12,1.38,1.38,13.93,1.0,0.09,1.04,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.33,0.0,1.0,:369094552_3,0.0,0.0,0.33,1.0,0.12,1.44,1.44,13.51,0.97,0.05,1.08,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,1.37,0.0,5.0,:3813769730_0,0.0,0.0,1.37,5.0,0.45,0.77,3.86,18.65,0.96,0.15,0.5,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,3.19,0.0,11.0,:3813769730_5,0.0,0.0,3.19,11.0,1.04,0.82,9.01,17.61,0.91,0.61,0.54,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.39,0.0,2.0,:3912357255_0,0.0,0.0,0.39,2.0,0.13,0.56,1.11,26.23,0.94,0.02,0.37,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.58,0.0,3.0,:3912357255_5,0.0,0.0,0.58,3.0,0.19,0.56,1.67,26.12,0.94,0.08,0.37,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,1.28,0.0,2.0,:3912357977_0,0.0,0.0,1.28,2.0,0.35,1.16,2.32,9.54,0.69,1.19,0.65,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.83,0.0,2.0,:3912357978_0,0.0,0.0,0.42,2.0,0.13,1.11,2.22,12.51,0.9,0.16,0.7,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,1.68,0.0,2.0,:3921984018_0,0.0,0.0,1.68,2.0,0.39,1.05,2.1,8.71,0.85,1.28,0.48,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.38,0.0,2.0,:3921984018_1,0.0,0.0,0.38,2.0,0.11,0.41,0.82,29.64,1.07,0.01,0.24,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,1.67,0.0,2.0,:3921984021_0,0.0,0.0,1.67,2.0,0.34,0.85,1.69,9.9,0.36,1.03,0.35,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.75,0.0,1.0,:3921985828_1,0.0,0.0,0.75,1.0,0.19,1.15,1.15,8.77,0.91,0.27,0.64,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.52,0.0,2.0,:3929426910_1,0.0,0.0,0.52,2.0,0.18,0.84,1.68,18.76,0.96,0.05,0.57,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.47,0.0,2.0,:3929426915_1,0.0,0.0,0.47,2.0,0.18,1.03,2.06,18.94,0.97,0.04,0.77,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.49,0.0,2.0,:3929426921_1,0.0,0.0,0.49,2.0,0.18,1.06,2.12,18.43,0.95,0.1,0.79,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.48,0.0,2.0,:3929426927_1,0.0,0.0,0.48,2.0,0.18,1.04,2.08,18.75,0.96,0.06,0.78,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.49,0.0,2.0,:3929426933_1,0.0,0.0,0.49,2.0,0.18,1.06,2.11,18.47,0.95,0.09,0.79,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.16,0.0,0.0,:3929426933_2,0.0,0.0,0.16,1.0,0.07,1.01,0.7,19.32,0.99,0.02,0.75,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.48,0.0,2.0,:3929426938_1,0.0,0.0,0.48,2.0,0.18,1.06,2.11,18.52,0.95,0.09,0.78,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.24,0.0,1.0,:3929426938_2,0.0,0.0,0.24,1.0,0.09,1.05,1.05,18.74,0.96,0.05,0.78,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.86,0.0,3.0,:3948786274_0,0.0,0.0,0.86,3.0,0.27,0.74,2.21,18.4,0.95,0.1,0.46,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.29,0.0,1.0,:3948786274_3,0.0,0.0,0.29,1.0,0.09,0.74,0.74,18.3,0.94,0.01,0.47,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.83,0.0,3.0,:3948786294_0,0.0,0.0,0.83,3.0,0.27,0.78,2.34,18.54,0.95,0.09,0.51,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.28,0.0,1.0,:3948786294_5,0.0,0.0,0.28,1.0,0.09,0.8,0.8,17.96,0.92,0.03,0.53,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.81,0.0,3.0,:3948786299_2,0.0,0.0,0.81,3.0,0.23,0.51,1.54,22.12,0.8,0.3,0.29,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.23,0.0,1.0,:3948786299_3,0.0,0.0,0.23,1.0,0.07,0.46,0.46,25.36,0.91,0.02,0.26,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.86,0.0,2.0,:3986159902_3,0.0,0.0,0.86,2.0,0.28,1.15,2.31,12.04,0.87,0.1,0.75,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.2,0.0,1.0,:4032091812_1,0.0,0.0,0.2,1.0,0.08,0.88,0.88,22.06,0.99,0.01,0.65,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.18,0.0,1.0,:4040801744_1,0.0,0.0,0.18,1.0,0.07,0.95,0.95,23.59,0.94,0.02,0.74,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,9.34,0.0,11.0,:4130174705_0,0.0,0.0,9.34,11.0,2.57,1.52,16.73,7.21,0.96,8.91,0.87,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,10.57,0.0,11.0,:4132786214_0,0.0,0.0,10.57,11.0,2.76,1.5,16.49,6.81,0.97,10.9,0.8,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.68,0.0,1.0,:4225436949_1,0.0,0.0,0.68,1.0,0.21,1.5,1.5,8.23,0.65,0.16,0.85,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.99,0.0,1.0,:4225436950_0,0.0,0.0,0.99,1.0,0.3,2.01,2.01,5.85,0.91,0.68,1.21,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.57,0.0,1.0,:4225436950_2,0.0,0.0,0.57,1.0,0.2,1.77,1.77,8.62,0.91,0.36,1.24,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.66,0.0,1.0,:4225436953_0,0.0,0.0,0.66,1.0,0.18,1.07,1.07,9.74,1.02,0.32,0.58,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.91,0.0,1.0,:4225436953_1,0.0,0.0,0.91,1.0,0.22,1.47,1.47,7.06,0.7,0.84,0.84,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,3.05,0.0,1.0,:4279873791_0,0.0,0.0,3.05,1.0,0.08,0.25,0.25,21.37,0.9,0.01,0.01,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.41,0.0,2.0,:4282216999_3,0.0,0.0,0.41,2.0,0.13,0.58,1.16,24.78,0.89,0.02,0.38,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.35,0.0,2.0,:4282216999_4,0.0,0.0,0.35,2.0,0.11,0.49,0.97,29.48,1.06,0.02,0.32,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.47,0.0,2.0,:4282217004_3,0.0,0.0,0.47,2.0,0.16,0.67,1.33,21.61,0.78,0.19,0.44,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.35,0.0,2.0,:4282217004_4,0.0,0.0,0.35,2.0,0.11,0.49,0.98,29.34,1.06,0.03,0.32,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.47,0.0,1.0,:4377720366_3,0.0,0.0,0.47,1.0,0.15,1.38,1.32,10.43,0.75,0.31,0.93,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.77,0.0,1.0,:4377720374_5,0.0,0.0,0.77,1.0,0.25,2.12,2.12,6.67,0.8,0.16,1.32,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,1.61,0.0,3.0,:4380645896_1,0.0,0.0,1.61,3.0,0.49,1.26,3.77,10.18,0.53,1.13,0.78,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.52,0.0,2.0,:4642095799_0,0.0,0.0,0.52,2.0,0.18,0.84,1.68,18.71,0.96,0.05,0.57,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.23,0.0,1.0,:4739855361_0,0.0,0.0,0.23,1.0,0.08,0.67,0.67,21.69,0.98,0.01,0.44,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.83,0.0,3.0,:4898107897_0,0.0,0.0,0.83,3.0,0.27,0.78,2.35,18.35,0.94,0.11,0.51,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.55,0.0,2.0,:4898107897_5,0.0,0.0,0.55,2.0,0.18,0.78,1.55,18.52,0.95,0.06,0.51,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.99,0.0,4.0,:5144678186_3,0.0,0.0,0.99,4.0,0.37,1.07,4.27,18.11,0.93,0.25,0.79,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,1.76,0.0,7.0,:5144678186_4,0.0,0.0,1.76,7.0,0.65,1.09,7.6,17.84,0.92,0.29,0.81,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.19,0.0,1.0,:5382677912_5,0.0,0.0,0.19,1.0,0.07,0.83,0.83,23.27,0.93,0.03,0.62,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.47,0.0,1.0,:5427469839_1,0.0,0.0,0.47,1.0,0.17,1.77,1.77,9.92,0.37,1.11,1.31,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.37,0.0,1.0,:5427469850_0,0.0,0.0,0.37,1.0,0.12,1.11,1.11,13.44,0.48,0.55,0.74,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.24,0.0,1.0,:5793913726_0,0.0,0.0,0.24,1.0,0.08,0.68,0.68,21.24,0.96,0.02,0.44,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,1.36,0.0,5.0,:6433557864_0,0.0,0.0,1.36,5.0,0.44,0.77,3.86,18.72,0.96,0.14,0.51,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,2.91,0.0,10.0,:6433557864_5,0.0,0.0,2.91,10.0,0.95,0.82,8.22,17.55,0.9,0.58,0.54,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.92,0.0,1.0,:6439626398_0,0.0,0.0,0.92,1.0,0.28,2.1,2.1,5.99,0.91,0.76,1.27,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.78,0.0,1.0,:6439626398_1,0.0,0.0,0.78,1.0,0.25,1.95,1.95,6.84,0.84,0.75,1.23,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.57,0.0,1.0,:6439626401_2,0.0,0.0,0.57,1.0,0.21,2.31,2.31,8.03,0.78,0.41,1.71,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.19,0.0,1.0,:655515312_1,0.0,0.0,0.19,1.0,0.06,0.52,0.52,27.36,0.98,0.01,0.34,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.35,0.0,2.0,:655515312_2,0.0,0.0,0.35,2.0,0.11,0.49,0.97,29.57,1.06,0.02,0.32,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.66,0.0,1.0,:7371496882_1,0.0,0.0,0.66,1.0,0.22,1.86,1.86,7.72,0.56,0.9,1.3,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.59,0.0,1.0,:7371496882_2,0.0,0.0,0.59,1.0,0.19,1.67,1.67,8.65,0.62,0.65,1.18,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.41,0.0,2.0,:7371569199_3,0.0,0.0,0.41,2.0,0.13,0.58,1.16,24.76,0.89,0.02,0.38,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.35,0.0,2.0,:7371569199_4,0.0,0.0,0.35,2.0,0.11,0.49,0.99,29.23,1.05,0.03,0.32,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.42,0.0,2.0,:7371569225_3,0.0,0.0,0.42,2.0,0.14,0.6,1.19,24.15,0.87,0.05,0.39,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.35,0.0,2.0,:7371569225_4,0.0,0.0,0.35,2.0,0.11,0.49,0.98,29.51,1.06,0.02,0.32,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.19,0.0,1.0,:7371569233_3,0.0,0.0,0.19,1.0,0.06,0.54,0.54,26.9,0.97,0.02,0.35,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.34,0.0,2.0,:7371569233_4,0.0,0.0,0.34,2.0,0.11,0.49,0.97,29.72,1.07,0.01,0.32,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.18,0.0,1.0,:7371569237_3,0.0,0.0,0.18,1.0,0.06,0.52,0.52,27.63,0.99,0.01,0.34,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.35,0.0,2.0,:7371569237_4,0.0,0.0,0.35,2.0,0.11,0.49,0.98,29.31,1.06,0.03,0.32,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.23,0.0,1.0,:7371569244_3,0.0,0.0,0.23,1.0,0.06,0.39,0.39,27.63,0.99,0.0,0.21,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.42,0.0,2.0,:7371569244_4,0.0,0.0,0.42,2.0,0.11,0.37,0.73,29.47,1.06,0.02,0.2,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.19,0.0,1.0,:7371569249_3,0.0,0.0,0.19,1.0,0.06,0.53,0.53,27.09,0.98,0.02,0.35,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.35,0.0,2.0,:7371569249_4,0.0,0.0,0.35,2.0,0.11,0.5,0.99,29.16,1.05,0.03,0.32,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.23,0.0,1.0,:7623414747_0,0.0,0.0,0.23,1.0,0.08,0.66,0.66,21.75,0.98,0.02,0.43,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.31,0.0,1.0,:7757367296_1,0.0,0.0,0.31,1.0,0.1,0.87,0.87,16.59,0.6,0.34,0.59,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.37,0.0,1.0,:7757367303_2,0.0,0.0,0.37,1.0,0.12,1.05,1.05,13.72,0.99,0.08,0.67,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.35,0.0,1.0,:7757367311_0,0.0,0.0,0.35,1.0,0.11,0.99,0.99,14.5,1.04,0.03,0.65,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.76,0.0,1.0,:7791857309_3,0.0,0.0,0.76,1.0,0.28,3.4,3.4,5.83,0.7,0.72,2.52,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,6.76,0.0,1.0,:7801455686_0,0.0,0.0,6.76,1.0,0.2,0.63,0.63,8.44,0.51,0.41,0.04,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.9,0.0,2.0,:8007895220_0,0.0,0.0,0.9,2.0,0.27,1.01,2.02,12.4,0.91,0.95,0.61,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.48,0.0,2.0,:818826991_1,0.0,0.0,0.48,2.0,0.18,1.07,2.14,18.67,0.96,0.07,0.81,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.76,0.0,1.0,:8390873037_5,0.0,0.0,0.76,1.0,0.24,2.13,2.13,6.75,0.81,0.14,1.43,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.21,0.0,1.0,:851265442_0,0.0,0.0,0.21,1.0,0.08,0.9,0.9,21.78,0.98,0.02,0.67,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.2,0.0,1.0,:851265467_1,0.0,0.0,0.2,1.0,0.08,0.88,0.88,22.09,0.99,0.01,0.65,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.19,0.0,1.0,:851265467_2,0.0,0.0,0.19,1.0,0.07,0.8,0.8,24.16,1.09,0.01,0.6,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.19,0.0,1.0,:864977136_1,0.0,0.0,0.19,1.0,0.07,0.83,0.83,23.74,0.95,0.02,0.62,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.19,0.0,1.0,:8714739765_0,0.0,0.0,0.19,1.0,0.07,0.79,0.79,23.78,0.95,0.01,0.58,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.85,0.0,2.0,:8916608621_1,0.0,0.0,0.85,2.0,0.24,0.87,1.75,13.54,0.49,0.42,0.49,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,1.06,0.0,2.0,:8916608631_0,0.0,0.0,1.06,2.0,0.3,1.11,2.21,10.79,0.52,1.22,0.67,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.81,0.0,2.0,:8916608632_1,0.0,0.0,0.81,2.0,0.25,0.99,1.98,13.28,0.48,1.0,0.62,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.19,0.0,1.0,:8941823474_0,0.0,0.0,0.19,1.0,0.06,0.52,0.52,27.63,0.99,0.01,0.34,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.35,0.0,2.0,:8941823474_5,0.0,0.0,0.35,2.0,0.11,0.49,0.98,29.23,1.05,0.03,0.32,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.23,0.0,1.0,:8941872734_0,0.0,0.0,0.23,1.0,0.06,0.39,0.39,27.45,0.99,0.01,0.21,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.42,0.0,2.0,:8941872734_5,0.0,0.0,0.42,2.0,0.11,0.37,0.73,29.45,1.06,0.02,0.2,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.18,0.0,1.0,:8941872737_0,0.0,0.0,0.18,1.0,0.06,0.52,0.52,27.93,1.01,0.0,0.34,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.35,0.0,2.0,:8941872737_5,0.0,0.0,0.35,2.0,0.11,0.49,0.98,29.49,1.06,0.02,0.32,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.19,0.0,1.0,:8941872740_0,0.0,0.0,0.19,1.0,0.06,0.53,0.53,27.25,0.98,0.01,0.35,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.35,0.0,2.0,:8941872740_5,0.0,0.0,0.35,2.0,0.11,0.49,0.98,29.33,1.06,0.03,0.32,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.89,0.0,3.0,:907484109_0,0.0,0.0,0.89,3.0,0.27,0.69,2.08,18.48,0.95,0.08,0.43,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.31,0.0,1.0,:907484109_3,0.0,0.0,0.31,1.0,0.09,0.72,0.72,17.9,0.92,0.03,0.44,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.82,0.0,3.0,:907485206_3,0.0,0.0,0.82,3.0,0.27,0.78,2.33,18.65,0.96,0.07,0.51,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.54,0.0,2.0,:907485206_4,0.0,0.0,0.54,2.0,0.18,0.77,1.55,18.72,0.96,0.04,0.5,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.73,0.0,3.0,:907487156_3,0.0,0.0,0.73,3.0,0.27,1.05,3.14,18.53,0.95,0.12,0.78,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.24,0.0,1.0,:907487156_4,0.0,0.0,0.24,1.0,0.09,1.05,1.05,18.43,0.95,0.01,0.78,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.71,0.0,3.0,:907487938_4,0.0,0.0,0.71,3.0,0.26,1.03,3.08,18.91,0.97,0.05,0.76,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,0.48,0.0,2.0,:907487938_10,0.0,0.0,0.48,2.0,0.18,1.05,2.09,18.57,0.96,0.07,0.78,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
0.0,1.39,0.0,5.0,:9388333715_1,0.0,0.0,1.39,5.0,0.46,0.81,4.03,18.19,0.94,0.18,0.53,0.0,LMV_passenger,False,2025-03-24 06:30:00,2025-03-24 06:35:00
